#Time(sec since midnight),Speed(Kts)
63189.417000,7.040000
63191.455000,7.170000
63193.417000,7.270000
63195.456000,7.430000
63197.422000,6.940000
63199.466000,7.370000
63201.413000,6.860000
63203.469000,6.490000
63205.412000,6.430000
63207.469000,6.820000
63209.409000,7.850000
63211.463000,7.660000
63213.409000,6.940000
63215.462000,6.750000
63217.406000,6.320000
63219.460000,6.530000
63221.421000,6.940000
63223.458000,6.490000
63225.419000,6.410000
63227.472000,6.610000
63229.417000,6.750000
63231.471000,7.210000
63233.415000,7.110000
63235.469000,7.250000
63237.415000,6.530000
63239.468000,6.860000
63241.428000,6.900000
63243.466000,7.250000
63245.426000,7.740000
63247.465000,7.740000
63249.425000,7.430000
63251.477000,7.440000
63253.422000,8.160000
63255.476000,8.510000
63257.421000,8.010000
63259.476000,7.640000
63261.419000,6.960000
63263.472000,6.800000
63265.417000,7.000000
63267.474000,6.570000
63269.415000,6.080000
63271.469000,5.090000
63273.415000,5.540000
63275.470000,6.410000
63277.413000,6.490000
63279.466000,7.350000
63281.427000,8.130000
63283.466000,7.330000
63285.426000,7.190000
63287.478000,7.660000
63289.425000,7.910000
63291.479000,7.660000
63293.439000,6.760000
63295.486000,7.430000
63297.435000,6.080000
63299.474000,7.080000
63301.436000,7.580000
63303.473000,7.540000
63305.433000,7.620000
63307.472000,7.230000
63309.432000,6.630000
63311.485000,7.130000
63313.429000,7.620000
63315.484000,7.500000
63317.429000,7.580000
63319.483000,6.800000
63321.437000,7.060000
63323.479000,6.280000
63325.425000,6.750000
63327.480000,6.880000
63329.425000,7.110000
63331.476000,7.130000
63333.437000,7.190000
63335.476000,6.800000
63337.436000,6.800000
63339.485000,5.930000
63341.434000,6.010000
63343.472000,7.270000
63345.431000,6.710000
63347.438000,7.410000
63349.430000,7.130000
63351.437000,7.020000
63353.429000,7.110000
63355.423000,7.020000
63357.427000,6.530000
63359.433000,6.750000
63361.428000,7.100000
63363.433000,6.610000
63365.437000,6.980000
63367.430000,6.940000
63369.423000,6.650000
63371.430000,6.380000
63373.422000,6.940000
63375.427000,6.530000
63377.671000,6.750000
63379.567000,7.110000
63381.434000,7.410000
63383.436000,6.710000
63385.432000,6.780000
63387.423000,6.980000
63389.432000,7.310000
63391.438000,6.180000
63393.428000,7.000000
63395.436000,7.230000
63397.428000,7.330000
63399.435000,7.600000
63401.425000,7.330000
63403.433000,7.170000
63405.424000,7.390000
63407.493000,7.170000
63409.453000,6.470000
63411.491000,6.820000
63413.451000,6.550000
63415.490000,6.690000
63417.451000,7.290000
63419.503000,8.050000
63421.447000,7.780000
63423.502000,7.370000
63425.448000,7.660000
63427.502000,7.350000
63429.445000,6.960000
63431.499000,7.640000
63433.444000,7.370000
63435.499000,7.330000
63437.457000,7.060000
63439.496000,6.860000
63441.456000,6.590000
63443.495000,7.100000
63445.457000,7.540000
63447.492000,7.580000
63449.454000,7.410000
63451.492000,7.040000
63453.452000,7.480000
63457.449000,7.390000
63459.489000,7.520000
63461.448000,7.460000
63463.502000,7.330000
63465.447000,6.610000
63467.500000,6.470000
63469.461000,7.130000
63471.499000,7.440000
63473.459000,7.270000
63475.513000,7.250000
63477.457000,7.480000
63479.513000,7.620000
63481.475000,6.690000
63483.509000,7.100000
63485.468000,7.170000
63487.507000,6.920000
63489.468000,6.670000
63491.505000,6.860000
63493.466000,6.510000
63495.504000,6.920000
63497.465000,7.350000
63499.513000,7.410000
63501.463000,7.790000
63503.501000,7.100000
63505.461000,6.260000
63507.501000,6.300000
63509.459000,6.940000
63511.498000,6.980000
63513.459000,6.900000
63515.498000,7.500000
63517.455000,7.580000
63519.510000,7.110000
63521.456000,5.970000
63525.610000,7.000000
63527.523000,7.660000
63529.468000,7.440000
63531.505000,7.150000
63533.466000,6.860000
63535.518000,6.730000
63537.464000,7.060000
63539.518000,6.980000
63541.462000,7.100000
63543.518000,6.940000
63545.461000,6.710000
63547.514000,6.610000
63549.460000,6.630000
63551.514000,6.650000
63553.458000,5.830000
63555.511000,6.650000
63557.456000,7.170000
63559.511000,7.020000
63561.470000,6.590000
63563.507000,6.260000
63565.469000,6.260000
63567.507000,6.260000
63569.470000,6.450000
63571.504000,6.590000
63573.464000,7.040000
63575.503000,7.540000
63577.465000,7.080000
63579.517000,7.290000
63581.461000,6.800000
63583.516000,7.430000
63585.461000,7.100000
63587.466000,6.880000
63589.458000,6.400000
63591.465000,6.530000
63594.937000,6.690000
63595.544000,6.710000
63597.470000,6.630000
63599.461000,6.300000
63601.470000,5.990000
63603.461000,6.690000
63605.467000,6.610000
63607.458000,6.320000
63609.465000,6.180000
63611.457000,6.300000
63613.470000,7.080000
63615.469000,7.080000
63617.463000,6.470000
63619.455000,6.570000
63621.465000,6.610000
63623.466000,6.860000
63625.459000,6.820000
63627.467000,7.620000
63629.458000,7.080000
63631.470000,6.820000
63633.456000,7.640000
