#Time(sec since midnight),Speed(Kts)
67380.039000,3.620000
67382.000000,3.930000
67384.039000,3.950000
67385.998000,3.930000
67388.038000,3.890000
67390.013000,3.890000
67392.036000,3.950000
67394.027000,3.930000
67396.048000,3.870000
67398.025000,3.910000
67400.049000,3.950000
67402.040000,3.950000
67404.052000,3.980000
67406.022000,3.980000
67408.059000,4.020000
67410.021000,4.000000
67412.043000,4.020000
67414.018000,4.060000
67416.057000,3.970000
67418.033000,4.100000
67420.056000,4.060000
67422.031000,3.970000
67424.054000,3.930000
67426.031000,4.020000
67430.123000,3.980000
67432.050000,3.970000
67434.026000,3.930000
67436.049000,3.870000
67438.026000,3.930000
67440.062000,4.000000
67442.037000,4.160000
67444.060000,4.000000
67446.038000,3.890000
67448.060000,3.870000
67450.036000,3.970000
67452.058000,3.970000
67454.035000,3.970000
67456.057000,4.000000
67458.032000,4.060000
67460.069000,4.140000
67462.032000,4.140000
67464.055000,4.120000
67466.028000,4.140000
67468.066000,4.080000
67470.027000,4.180000
67472.067000,4.180000
67474.042000,4.080000
67476.065000,4.060000
67478.040000,4.180000
67480.063000,4.160000
67482.038000,4.080000
67484.068000,4.100000
67486.037000,4.100000
67488.060000,4.040000
67490.035000,4.080000
67492.058000,4.180000
67494.033000,4.140000
67498.032000,4.280000
67500.054000,4.240000
67502.030000,4.260000
67504.069000,4.240000
67506.028000,4.260000
67508.067000,4.260000
67510.026000,4.200000
67512.064000,4.140000
67514.040000,4.220000
67516.064000,4.320000
67518.040000,4.220000
67520.076000,4.080000
67522.037000,3.930000
67524.075000,3.870000
67526.037000,3.750000
67528.076000,3.690000
67530.034000,3.630000
67532.073000,3.630000
67534.032000,3.790000
67536.072000,4.280000
67538.030000,4.760000
67540.068000,5.130000
67542.031000,5.350000
67544.083000,5.420000
67546.026000,5.520000
67548.081000,5.540000
67550.026000,5.640000
67552.080000,5.600000
67554.041000,5.560000
67556.079000,5.540000
67558.038000,5.520000
67560.078000,5.560000
67562.085000,5.600000
67564.234000,5.600000
67566.051000,5.460000
67568.090000,5.460000
67570.050000,5.560000
67572.088000,5.580000
67574.047000,5.580000
67576.101000,5.540000
67578.047000,5.400000
67580.102000,5.350000
67582.044000,5.400000
67584.099000,5.230000
67586.043000,5.170000
67588.112000,5.090000
67590.040000,5.090000
67592.095000,5.050000
67594.040000,5.030000
67596.093000,5.020000
67598.051000,5.000000
67600.091000,4.960000
67602.051000,4.960000
67604.090000,5.020000
67606.036000,5.020000
67608.101000,4.940000
67610.049000,4.920000
67612.087000,4.980000
67614.047000,4.960000
67616.086000,4.960000
67618.045000,4.940000
67620.085000,4.960000
67622.044000,5.020000
67624.098000,5.000000
67626.042000,4.980000
67628.096000,4.920000
67630.213000,5.000000
67632.095000,4.960000
67634.040000,5.130000
67636.093000,4.980000
67638.053000,5.030000
67640.092000,5.050000
67642.052000,4.920000
67644.090000,5.030000
67646.049000,5.090000
67648.089000,5.050000
67650.048000,5.030000
67652.098000,4.960000
67654.046000,5.020000
67656.086000,4.960000
67658.045000,5.000000
67660.083000,5.020000
67662.043000,4.960000
67664.097000,4.960000
67666.041000,4.960000
67668.096000,5.050000
67670.040000,5.070000
67672.094000,5.290000
67674.039000,5.070000
67676.093000,4.860000
67678.036000,4.900000
67680.091000,4.840000
67682.049000,4.740000
67684.089000,4.780000
67686.050000,4.760000
67688.087000,4.780000
67690.048000,4.720000
67692.086000,4.720000
67694.047000,4.670000
67696.117000,4.530000
67698.045000,4.550000
67700.099000,4.570000
67702.044000,4.570000
67704.098000,4.450000
67706.041000,4.320000
67708.095000,4.330000
67710.040000,4.280000
67712.094000,4.240000
67714.036000,4.180000
67716.092000,4.300000
67718.038000,4.330000
67720.091000,4.330000
67722.050000,4.350000
67724.090000,4.300000
67726.049000,4.180000
67728.087000,4.220000
67730.048000,4.080000
67732.085000,4.060000
67734.046000,3.950000
67736.084000,3.980000
67738.046000,4.020000
67740.099000,4.020000
67742.088000,4.040000
67744.096000,3.950000
67746.041000,4.020000
67748.095000,4.020000
67750.038000,3.870000
67752.093000,3.890000
67754.037000,3.890000
67756.093000,3.890000
67758.035000,3.770000
67760.089000,3.770000
67762.049000,3.460000
67764.119000,3.190000
67766.158000,3.170000
67768.085000,3.050000
67770.046000,3.030000
67772.086000,2.990000
67774.047000,2.860000
67776.082000,2.800000
67778.042000,2.800000
67780.082000,2.760000
67782.043000,2.760000
67784.097000,2.880000
67786.039000,2.800000
67788.094000,2.760000
67790.039000,3.010000
67792.093000,2.970000
67794.052000,2.970000
67796.092000,3.090000
67798.052000,3.050000
67800.089000,3.110000
67802.047000,3.600000
67804.086000,4.550000
67806.047000,5.310000
67808.086000,5.540000
67810.054000,5.620000
67812.117000,5.750000
67814.045000,6.010000
67816.083000,6.050000
67818.042000,6.050000
67820.096000,5.830000
67822.040000,5.790000
67824.095000,5.950000
67826.039000,5.970000
67828.094000,5.870000
67830.053000,6.010000
67834.051000,6.060000
67836.091000,5.810000
67838.049000,5.830000
67840.088000,5.990000
67842.048000,6.050000
67844.088000,6.100000
67846.046000,6.200000
67848.100000,6.140000
67850.045000,5.890000
67852.100000,5.770000
67854.056000,5.710000
67856.113000,5.910000
67858.041000,5.790000
67860.112000,5.660000
67862.056000,5.770000
67864.102000,5.770000
67866.053000,5.750000
67870.054000,5.810000
67872.092000,5.810000
67874.049000,5.790000
67876.090000,5.660000
67878.050000,5.770000
67880.088000,5.750000
67882.046000,5.710000
67884.102000,5.680000
67886.047000,5.680000
