#Time,Speed(Kts)
71596.752000,8.960000
71598.807000,8.980000
71600.750000,8.920000
71602.789000,8.900000
71604.750000,8.840000
71607.054000,8.900000
71608.760000,8.880000
71610.801000,8.940000
71612.746000,8.790000
71614.799000,8.940000
71616.744000,8.980000
71618.803000,8.880000
71620.743000,8.940000
71622.798000,8.920000
71624.741000,8.880000
71626.811000,8.940000
71628.754000,8.900000
71630.808000,8.900000
71632.755000,8.880000
71634.808000,8.960000
71636.751000,8.920000
71638.807000,8.900000
71640.750000,8.900000
71642.804000,8.920000
71644.763000,8.790000
71646.801000,8.730000
71648.764000,8.610000
71650.801000,8.480000
71652.761000,8.050000
71656.759000,7.350000
71658.813000,7.100000
71660.759000,6.840000
71662.814000,6.630000
71664.770000,6.470000
71668.756000,6.320000
71670.810000,6.260000
71672.752000,6.220000
71674.806000,6.140000
71676.752000,6.120000
71678.806000,6.100000
71680.764000,6.060000
71682.803000,6.100000
71684.764000,6.050000
71686.786000,6.060000
71688.745000,6.050000
71690.784000,6.050000
71692.745000,6.050000
71694.783000,6.030000
71696.745000,6.050000
71698.780000,6.010000
71700.741000,5.990000
71702.780000,6.010000
71704.740000,5.990000
71708.738000,6.010000
71710.776000,5.990000
71712.737000,5.990000
71716.750000,5.970000
71718.788000,5.950000
71720.733000,5.970000
71722.772000,5.950000
71724.730000,5.930000
71726.785000,5.950000
71728.838000,5.930000
71730.784000,5.950000
71732.786000,5.930000
71734.798000,5.950000
71736.744000,5.950000
71738.781000,5.990000
71740.745000,5.970000
71744.739000,5.970000
71746.793000,5.930000
71748.739000,5.930000
71750.796000,5.950000
71752.751000,5.930000
71754.789000,5.930000
71756.751000,5.930000
71758.788000,5.930000
71760.748000,5.930000
71762.786000,5.910000
71764.747000,5.890000
71766.786000,5.930000
71768.743000,5.890000
71770.815000,5.930000
71772.744000,5.930000
71774.783000,5.910000
71776.766000,5.930000
71778.796000,5.890000
71780.756000,5.890000
71782.795000,5.890000
71784.739000,5.870000
71786.793000,5.870000
71788.753000,5.870000
71790.791000,5.850000
71792.751000,5.830000
71796.749000,5.850000
71798.788000,5.890000
71800.748000,5.930000
71802.788000,5.910000
71804.746000,5.950000
71806.801000,5.990000
71808.760000,6.030000
71810.801000,5.930000
71812.760000,6.050000
71814.797000,6.010000
71816.756000,6.060000
71818.797000,6.010000
71820.762000,6.030000
71824.754000,6.050000
71826.792000,6.050000
71828.753000,6.050000
71830.820000,6.050000
71832.750000,6.060000
71834.804000,6.060000
71836.749000,6.050000
71838.802000,6.050000
71840.762000,6.050000
71842.801000,6.030000
71844.747000,6.470000
71846.802000,7.560000
71848.759000,8.220000
71850.798000,8.730000
71852.757000,9.040000
71854.843000,9.080000
71856.777000,8.880000
71858.794000,9.000000
71860.755000,8.790000
71862.809000,8.860000
71864.753000,8.900000
71866.806000,8.770000
71868.767000,8.750000
71870.806000,8.840000
71872.766000,8.770000
71874.813000,8.730000
71876.764000,8.730000
71878.802000,8.690000
71880.763000,8.750000
71882.800000,8.710000
71884.760000,8.730000
71886.800000,8.650000
71888.759000,8.710000
71890.798000,8.710000
71892.756000,8.730000
71894.811000,8.810000
71896.756000,8.730000
71898.810000,8.690000
71900.754000,8.710000
71902.808000,8.750000
71904.768000,8.570000
71906.806000,8.670000
71908.767000,8.690000
71910.805000,8.670000
71912.765000,8.630000
71914.803000,8.570000
71916.765000,8.630000
71918.811000,8.610000
71920.761000,8.650000
71922.799000,8.590000
71924.761000,8.730000
71926.816000,8.670000
71928.773000,8.710000
71930.813000,8.690000
71932.774000,8.710000
71934.812000,8.750000
71936.769000,8.690000
71938.810000,8.690000
71940.769000,8.630000
71942.808000,8.710000
71944.777000,8.790000
71946.821000,8.730000
71948.765000,8.810000
71950.820000,8.770000
71952.765000,8.840000
71954.820000,8.790000
71956.763000,8.770000
71958.816000,8.730000
71960.762000,8.810000
71962.815000,8.710000
71964.774000,8.790000
71966.814000,8.790000
71968.820000,8.810000
71970.812000,8.790000
71972.771000,8.860000
71974.809000,8.690000
71976.770000,8.530000
71980.826000,8.550000
71982.806000,8.630000
71984.782000,8.810000
71986.836000,8.750000
71988.785000,8.750000
71990.819000,8.750000
71992.779000,8.810000
71994.834000,8.550000
71996.779000,8.690000
71998.831000,9.020000
72000.776000,8.880000
72002.815000,8.830000
72004.775000,8.980000
72008.772000,9.000000
72010.827000,8.770000
72012.771000,8.860000
72014.825000,8.750000
72016.783000,8.730000
72018.825000,8.750000
72020.784000,8.550000
72022.823000,8.750000
72024.783000,8.730000
72026.820000,8.750000
72028.781000,8.690000
72030.820000,8.810000
72032.779000,8.880000
72034.831000,8.750000
72036.777000,8.790000
72038.816000,8.730000
72040.775000,8.770000
72042.832000,8.880000
72044.775000,8.770000
72046.999000,8.750000
72048.787000,8.710000
72050.827000,8.750000
72052.785000,8.750000
72054.826000,8.730000
72056.784000,8.730000
72058.824000,8.570000
72060.783000,8.880000
72062.853000,8.770000
72064.781000,8.920000
72066.836000,8.770000
72068.793000,8.860000
72070.832000,8.790000
72072.793000,8.770000
72074.833000,8.830000
72076.794000,8.750000
72078.830000,8.900000
72080.789000,8.830000
72082.829000,8.900000
72084.790000,8.880000
72086.836000,8.860000
72088.787000,8.940000
72090.825000,8.860000
72092.786000,8.920000
72094.824000,8.880000
72096.783000,8.960000
72098.822000,8.830000
72100.783000,8.830000
72102.836000,8.900000
72104.780000,8.900000
72108.795000,8.940000
72110.834000,8.840000
72112.802000,8.810000
72114.846000,8.960000
72117.122000,8.960000
72118.845000,8.840000
72120.792000,8.940000
72124.788000,9.140000
72126.842000,9.060000
72128.788000,8.920000
72130.841000,8.940000
72132.800000,8.960000
72136.799000,8.960000
72138.838000,8.900000
