#Time(sec since midnight),Speed(Kts)
61191.202000,9.190000
61197.273000,8.730000
61199.216000,7.480000
61201.161000,6.610000
61203.216000,6.490000
61205.160000,7.060000
61207.212000,6.920000
61209.157000,7.600000
61211.211000,7.370000
61213.156000,7.000000
61215.218000,7.040000
61217.153000,6.920000
61219.208000,7.230000
61221.153000,7.150000
61223.206000,7.660000
61225.166000,8.010000
61227.205000,7.370000
61229.164000,7.350000
61231.203000,8.220000
61233.162000,7.430000
61235.216000,7.230000
61237.162000,7.170000
61239.215000,7.680000
61241.168000,7.020000
61243.214000,6.750000
61245.158000,5.870000
61247.212000,6.820000
61249.158000,7.990000
61251.210000,8.420000
61253.155000,7.720000
61255.209000,7.040000
61257.155000,7.620000
61259.217000,7.430000
61261.167000,7.440000
61265.167000,6.980000
61267.206000,7.350000
61269.164000,6.980000
61271.202000,7.020000
61273.163000,6.360000
61275.202000,7.390000
61277.160000,8.670000
61279.214000,7.830000
61281.161000,7.080000
61283.214000,6.590000
61285.167000,6.900000
61287.211000,7.100000
61289.156000,6.610000
61291.211000,5.750000
61293.154000,6.470000
61295.215000,6.670000
61297.154000,7.600000
61299.207000,7.500000
61301.152000,7.600000
61303.205000,7.170000
61305.165000,6.470000
61307.203000,6.920000
61309.164000,7.370000
61311.204000,7.020000
61313.161000,6.860000
61315.215000,6.240000
61317.159000,7.060000
61319.215000,7.000000
61321.158000,6.960000
61323.211000,7.170000
61325.156000,7.210000
61327.211000,7.740000
61329.188000,7.170000
61333.153000,7.100000
61335.207000,7.060000
61337.169000,7.290000
61339.216000,7.720000
61341.165000,7.190000
61343.206000,6.360000
61345.165000,6.080000
61347.204000,5.950000
61349.162000,6.160000
61351.216000,6.920000
61353.164000,7.330000
61355.216000,7.620000
61357.159000,7.310000
61359.213000,7.390000
61361.158000,7.740000
61363.212000,6.820000
61365.155000,6.450000
61367.211000,7.620000
61369.171000,8.050000
61371.224000,7.830000
61373.170000,7.430000
61375.223000,7.150000
61377.168000,7.290000
61379.221000,7.100000
61381.166000,7.000000
61383.225000,6.920000
61385.165000,7.330000
61387.217000,7.370000
61389.163000,7.600000
61391.216000,7.580000
61393.160000,7.640000
61395.214000,7.210000
61397.237000,7.870000
61399.213000,8.320000
61401.172000,7.970000
61403.211000,7.440000
61405.173000,7.080000
61407.210000,6.880000
61409.173000,7.520000
61411.223000,7.930000
61413.168000,8.490000
61415.222000,8.320000
61417.168000,8.220000
61419.219000,7.520000
61421.164000,8.010000
61423.218000,8.130000
61425.163000,8.260000
61427.235000,8.420000
61429.177000,8.510000
61431.231000,7.810000
61433.177000,7.810000
61435.231000,8.220000
61437.174000,8.090000
61439.227000,7.720000
61441.173000,7.740000
61443.227000,7.950000
61445.170000,7.970000
61447.225000,8.280000
61449.169000,7.310000
61451.223000,7.130000
61453.181000,8.300000
61455.236000,8.810000
61457.181000,8.550000
61459.237000,7.850000
61461.181000,8.030000
61463.240000,7.930000
61465.257000,7.850000
61469.208000,5.990000
61471.231000,6.940000
61473.175000,8.490000
61475.229000,9.040000
61477.174000,9.080000
61479.228000,7.850000
61481.171000,7.270000
61483.225000,8.480000
61485.170000,7.950000
61487.240000,7.560000
61489.184000,7.430000
61491.237000,6.180000
61493.182000,6.760000
61495.237000,8.300000
61497.190000,7.890000
61499.233000,8.550000
61501.179000,7.310000
61503.234000,6.880000
61505.179000,7.150000
61507.248000,8.110000
61509.175000,8.320000
