#Time(sec since midnight),Speed(Kts)
63863.558000,7.130000
63865.503000,5.950000
63867.557000,6.380000
63869.595000,6.590000
63871.559000,6.650000
63873.500000,6.450000
63875.554000,6.430000
63877.513000,6.320000
63879.553000,5.750000
63881.511000,6.320000
63883.550000,6.730000
63885.510000,6.400000
63887.565000,7.850000
63889.508000,7.480000
63891.564000,7.020000
63893.507000,7.810000
63895.561000,7.350000
63897.520000,6.920000
63899.559000,7.020000
63901.521000,7.290000
63903.559000,6.900000
63905.521000,7.110000
63907.555000,7.430000
63909.516000,6.820000
63911.569000,6.670000
63913.515000,6.670000
63915.567000,6.980000
63917.512000,6.920000
63919.567000,6.800000
63921.513000,7.000000
63923.566000,7.100000
63925.510000,6.670000
63927.564000,5.330000
63929.509000,5.210000
63931.563000,6.880000
63933.506000,7.170000
63935.716000,7.290000
63937.521000,7.210000
63939.560000,7.290000
63941.519000,7.250000
63943.558000,7.150000
63945.517000,6.800000
63947.572000,7.040000
63949.516000,6.160000
63951.569000,6.260000
63953.514000,6.710000
63955.568000,6.940000
63957.529000,7.390000
63959.577000,7.110000
63961.527000,7.270000
63963.565000,6.360000
63965.526000,6.860000
63967.563000,6.100000
63969.523000,6.280000
63971.577000,6.120000
63973.521000,6.690000
63975.576000,7.100000
63977.519000,7.000000
63979.573000,7.080000
63981.520000,7.210000
63983.571000,6.430000
63985.528000,6.260000
63987.577000,6.340000
63989.515000,6.120000
63991.569000,5.830000
63993.515000,5.700000
63995.566000,6.470000
63997.527000,7.190000
63999.567000,6.750000
64001.527000,6.690000
64003.737000,6.300000
64006.277000,7.150000
64007.626000,7.810000
64009.523000,7.850000
64011.514000,7.970000
64013.520000,7.290000
64015.528000,7.330000
64017.520000,7.060000
64019.527000,6.860000
64021.517000,6.490000
64023.525000,6.120000
64025.517000,6.750000
64027.523000,6.670000
64029.528000,7.110000
64031.521000,7.250000
64033.513000,7.110000
64035.520000,5.830000
64037.527000,6.510000
64039.518000,6.860000
64041.526000,7.190000
64043.517000,7.740000
64045.524000,8.160000
64047.528000,7.410000
64049.521000,6.400000
64051.513000,6.800000
64053.520000,7.640000
64055.527000,7.130000
64057.518000,6.650000
64059.525000,6.630000
64061.517000,7.210000
64063.525000,7.100000
64065.515000,6.180000
64067.585000,6.610000
64069.545000,6.980000
64071.585000,7.370000
64073.545000,7.890000
64075.581000,6.530000
64077.541000,6.120000
64079.581000,7.000000
64081.541000,6.860000
64083.594000,6.240000
64085.539000,6.160000
64087.593000,6.030000
64089.538000,6.590000
64091.592000,7.100000
64093.536000,7.210000
64095.590000,7.130000
64097.535000,6.410000
64099.589000,6.730000
64101.531000,6.730000
64103.586000,6.410000
64105.531000,6.550000
64107.585000,6.530000
64109.545000,6.570000
64111.598000,6.860000
64113.543000,6.920000
64115.581000,7.080000
64117.541000,6.750000
64119.580000,6.860000
64121.540000,6.630000
64123.579000,7.100000
64125.538000,6.880000
64127.593000,7.020000
64129.553000,6.900000
64131.592000,6.360000
64133.551000,6.710000
64135.591000,7.130000
64137.549000,7.020000
64139.602000,6.750000
64141.547000,6.920000
64143.603000,7.230000
64145.546000,7.480000
64147.598000,7.150000
64149.545000,6.940000
64151.599000,6.820000
64153.554000,6.880000
64155.595000,6.750000
64157.541000,6.490000
64159.596000,6.690000
64161.541000,6.880000
64163.604000,6.920000
64165.553000,7.210000
64167.592000,7.110000
64169.552000,7.290000
64171.591000,7.500000
64173.549000,7.740000
64195.596000,7.310000
64197.556000,7.110000
64199.610000,6.920000
64201.555000,7.040000
64203.608000,7.780000
64205.553000,7.100000
64207.607000,7.480000
64209.552000,7.210000
64211.606000,6.980000
64213.550000,6.360000
64215.605000,5.930000
64217.548000,6.180000
64219.602000,6.630000
64221.561000,6.690000
64223.602000,6.100000
64225.559000,7.060000
64227.598000,7.040000
64229.560000,6.730000
64231.598000,6.060000
64233.562000,6.380000
64235.595000,6.450000
64237.555000,6.980000
64239.595000,7.580000
64241.555000,7.780000
64243.593000,7.600000
64245.552000,7.130000
64247.607000,7.170000
64249.567000,7.620000
64251.614000,7.460000
64253.754000,6.940000
64255.603000,7.310000
64257.564000,6.900000
64259.602000,6.710000
64261.560000,6.490000
64263.615000,6.780000
64265.560000,7.170000
64267.599000,7.080000
64269.559000,6.780000
64271.612000,6.820000
64273.557000,6.730000
64275.610000,7.310000
64277.568000,7.660000
64279.608000,6.800000
64281.568000,6.690000
64285.567000,6.780000
64287.605000,6.840000
64289.565000,6.430000
64291.604000,6.160000
64293.564000,5.850000
64295.614000,5.710000
64297.561000,6.180000
64299.600000,6.550000
64301.561000,6.960000
64303.600000,7.460000
64305.559000,7.500000
64307.628000,7.270000
64309.573000,7.040000
64311.629000,7.110000
64313.588000,7.480000
64315.625000,7.250000
64317.585000,6.750000
64323.622000,7.100000
64325.597000,7.270000
64327.637000,6.980000
64329.581000,6.690000
64331.636000,6.860000
64333.578000,7.350000
64335.634000,7.310000
64337.578000,7.210000
64339.632000,6.730000
64341.574000,6.650000
64343.630000,6.800000
64345.574000,7.190000
64347.628000,6.670000
64349.572000,6.920000
64351.627000,6.590000
64353.571000,6.730000
64355.625000,7.330000
64357.584000,7.230000
64359.623000,6.670000
64361.585000,6.180000
64363.622000,6.430000
64365.583000,6.550000
64367.635000,6.550000
64369.580000,6.670000
64371.634000,6.650000
64373.579000,7.020000
64375.634000,6.300000
64377.576000,6.340000
64379.630000,6.450000
64381.574000,6.780000
64383.631000,6.900000
64385.573000,6.920000
64388.899000,7.250000
64389.572000,7.310000
64391.627000,7.000000
64393.585000,7.100000
64395.623000,7.190000
64397.585000,7.290000
64399.624000,7.440000
64401.586000,7.110000
64403.622000,7.150000
64405.582000,6.940000
64407.620000,7.080000
64409.580000,6.800000
64411.634000,6.840000
64413.577000,7.580000
64415.632000,7.190000
64417.577000,7.110000
64419.631000,7.130000
64421.575000,6.650000
64423.628000,6.650000
64425.573000,6.570000
64427.643000,6.340000
64429.586000,7.110000
64431.641000,7.850000
64433.586000,6.630000
64435.641000,6.780000
64437.583000,7.080000
64439.638000,7.150000
64441.583000,7.370000
64443.637000,7.410000
64445.594000,7.100000
64447.634000,7.270000
64449.593000,7.100000
64451.633000,6.980000
64453.750000,6.260000
64456.103000,6.750000
64457.592000,7.150000
64459.629000,7.480000
64461.589000,7.410000
64463.628000,7.230000
64465.588000,6.860000
64467.642000,6.760000
64469.587000,6.300000
64471.642000,6.960000
64473.585000,6.380000
64475.638000,5.850000
64477.584000,6.730000
64479.638000,6.630000
64481.581000,7.100000
64483.634000,7.310000
64485.580000,6.940000
64487.651000,6.670000
64489.594000,6.940000
64491.647000,7.480000
64493.594000,6.980000
64495.646000,6.860000
64497.591000,6.760000
64499.645000,7.060000
64501.589000,7.060000
64503.644000,7.350000
64505.603000,6.820000
64507.642000,6.780000
64509.601000,6.610000
64511.640000,7.040000
64513.600000,7.580000
64515.638000,6.670000
64517.598000,6.410000
64519.636000,6.160000
64521.596000,6.900000
64523.651000,7.170000
64525.602000,6.610000
64527.648000,6.760000
64529.593000,7.080000
64531.647000,6.840000
64533.592000,7.270000
64535.646000,7.060000
64537.591000,7.000000
64539.644000,7.250000
64541.589000,7.270000
64543.650000,6.820000
64545.602000,7.330000
64547.656000,7.440000
64549.601000,7.150000
64551.656000,6.860000
64553.599000,6.860000
64555.653000,6.800000
64557.598000,6.490000
64559.652000,6.280000
64561.611000,6.690000
64563.649000,7.110000
64565.610000,7.350000
64567.650000,7.790000
64569.612000,7.600000
64571.645000,6.860000
64573.607000,6.730000
64575.645000,6.920000
64577.606000,6.750000
64581.604000,6.080000
64583.657000,6.760000
64585.603000,7.100000
64587.657000,7.250000
64589.600000,7.150000
64591.654000,7.020000
64593.599000,7.190000
64595.653000,7.190000
64597.596000,6.590000
64599.650000,6.610000
64601.611000,6.880000
64603.649000,7.190000
64605.611000,6.900000
64607.600000,6.030000
64609.607000,5.770000
64611.599000,5.440000
64613.606000,6.650000
64615.597000,7.020000
64617.604000,7.620000
64619.597000,7.430000
64621.604000,6.670000
64623.609000,7.060000
64625.601000,7.330000
64627.608000,7.500000
64629.600000,7.540000
64631.612000,7.460000
64633.598000,7.110000
64635.605000,7.040000
64637.611000,6.340000
64639.605000,6.550000
64641.610000,6.820000
64644.700000,6.820000
64645.624000,7.150000
64647.602000,7.740000
64649.611000,7.600000
64651.599000,7.330000
64653.606000,7.190000
64655.598000,7.350000
64657.605000,6.410000
64659.610000,6.220000
64661.603000,7.310000
64663.609000,7.330000
64665.602000,6.940000
64667.607000,6.780000
64669.615000,6.610000
64671.606000,7.410000
64673.613000,7.310000
64675.619000,6.650000
64677.611000,5.770000
64679.619000,6.140000
64681.610000,6.300000
64683.617000,6.670000
64685.608000,6.780000
64687.615000,7.100000
64689.607000,7.350000
64691.613000,7.780000
64693.619000,6.940000
64695.611000,7.060000
64697.619000,7.150000
