#Time,Speed(Kts)
72764.873000,8.830000
72766.926000,8.750000
72768.887000,8.730000
72770.925000,8.790000
72772.916000,8.840000
72774.923000,8.770000
72776.892000,8.770000
72778.922000,8.940000
72780.883000,9.000000
72783.014000,9.000000
72784.898000,8.880000
72786.918000,9.060000
72788.879000,8.900000
72790.931000,9.040000
72792.878000,9.120000
72794.932000,9.060000
72796.891000,9.120000
72798.929000,9.040000
72800.890000,9.080000
72805.233000,9.060000
72806.924000,9.100000
72808.887000,9.120000
72810.925000,9.170000
72812.884000,9.170000
72814.923000,9.190000
72816.884000,8.980000
72818.923000,9.210000
72820.891000,9.290000
72822.919000,9.330000
72824.895000,9.040000
72826.965000,9.060000
72828.894000,9.120000
72830.940000,9.210000
72832.892000,9.210000
72834.930000,9.250000
72836.891000,9.290000
72838.930000,9.290000
72840.890000,9.290000
72842.927000,9.330000
72844.888000,9.330000
72846.926000,9.140000
72848.885000,9.100000
72850.939000,9.350000
72852.900000,9.160000
72854.954000,9.160000
72856.910000,9.210000
72858.935000,9.490000
72860.896000,9.210000
72862.935000,9.190000
72865.006000,9.170000
72866.932000,9.230000
72868.892000,9.120000
72870.931000,9.410000
72872.893000,9.230000
72874.940000,9.080000
72876.891000,9.250000
72878.928000,9.190000
72880.890000,9.230000
72882.928000,9.250000
72884.887000,9.100000
72886.893000,8.940000
72888.900000,9.060000
72890.893000,9.140000
72892.944000,9.270000
72894.889000,9.170000
72896.897000,9.250000
72898.889000,9.160000
72900.910000,9.160000
72902.886000,9.230000
72904.893000,9.270000
72906.886000,9.160000
72908.893000,9.210000
72910.899000,9.290000
72912.890000,9.210000
72914.899000,9.170000
72916.890000,9.190000
72918.901000,9.160000
72920.888000,9.160000
72922.895000,9.160000
72924.887000,9.160000
72926.893000,9.210000
72928.900000,9.170000
72930.890000,9.210000
72932.898000,9.170000
72934.890000,8.880000
72936.897000,8.440000
72938.888000,7.990000
72940.941000,7.560000
72942.887000,7.190000
72945.020000,6.920000
72946.947000,6.750000
72948.907000,6.710000
72950.945000,6.570000
72952.908000,6.510000
72954.957000,6.470000
72956.903000,6.410000
72958.941000,6.380000
72960.904000,6.340000
72962.957000,6.340000
72964.917000,6.280000
72966.956000,6.260000
72968.916000,6.240000
72970.953000,6.280000
72972.912000,6.260000
72974.952000,6.260000
72976.912000,6.240000
72978.950000,6.220000
72980.916000,6.220000
72982.947000,6.200000
72984.909000,6.180000
72986.948000,6.160000
72988.908000,6.220000
72990.944000,6.220000
72992.920000,6.200000
72994.945000,6.240000
72996.906000,6.220000
72998.956000,6.160000
73000.902000,6.160000
73004.917000,6.160000
73006.938000,6.160000
73008.915000,6.200000
73010.906000,6.220000
73013.147000,6.100000
73014.905000,6.200000
73016.911000,6.200000
73018.903000,6.220000
73020.910000,6.200000
73022.917000,6.240000
73024.917000,6.220000
73026.915000,6.200000
73028.906000,6.280000
73030.913000,6.200000
73032.905000,6.180000
73034.911000,6.220000
73036.903000,6.180000
73038.910000,6.200000
73040.903000,6.260000
73042.908000,6.200000
73044.915000,6.260000
73046.906000,6.180000
73048.914000,6.260000
73050.916000,6.200000
73052.911000,6.260000
73054.903000,6.280000
73056.910000,6.280000
73058.903000,6.240000
73060.909000,6.240000
73062.916000,6.260000
73064.907000,6.220000
73066.993000,6.240000
73068.954000,6.260000
73071.026000,6.220000
73075.005000,6.180000
73076.951000,6.200000
73079.004000,6.200000
73083.002000,6.180000
73087.002000,6.120000
73088.961000,6.140000
73092.959000,6.180000
73096.957000,6.160000
73098.994000,6.160000
73100.955000,6.140000
73102.993000,6.100000
73104.961000,6.320000
73108.967000,8.140000
73111.006000,8.510000
73112.952000,8.810000
73115.005000,9.040000
73116.949000,9.000000
73119.003000,9.120000
73120.948000,9.060000
73123.003000,9.140000
73124.945000,9.160000
73128.945000,9.020000
73130.985000,9.060000
73132.941000,9.100000
73134.995000,9.080000
73136.941000,9.060000
73138.995000,9.020000
73140.938000,9.080000
73142.993000,9.040000
73144.953000,8.940000
73150.989000,9.020000
73152.950000,8.940000
73154.989000,8.980000
73156.949000,9.060000
73172.942000,9.170000
73174.996000,9.140000
73178.994000,9.170000
73180.939000,9.080000
73182.992000,9.330000
73184.987000,9.120000
73186.989000,9.120000
73188.950000,9.140000
73190.989000,9.120000
73192.950000,9.060000
73194.987000,9.060000
73196.948000,9.100000
73198.987000,9.250000
73200.949000,9.020000
