#Time(sec since midnight),Speed(Kts)
59670.944000,7.230000
59672.937000,7.410000
59674.941000,7.560000
59676.949000,8.240000
59678.941000,8.010000
59680.949000,8.110000
59682.951000,8.010000
59684.946000,8.050000
59687.032000,8.570000
59688.976000,7.580000
59691.030000,7.350000
59692.975000,7.680000
59695.029000,8.240000
59699.027000,8.010000
59700.983000,7.700000
59703.025000,7.910000
59704.969000,7.460000
59707.023000,7.700000
59708.969000,7.790000
59711.038000,8.320000
59712.981000,8.830000
59715.036000,8.400000
59716.982000,7.780000
59719.035000,7.500000
59720.979000,7.410000
59723.032000,7.540000
59724.978000,8.050000
59727.032000,8.510000
59728.975000,8.320000
59731.029000,7.970000
59732.975000,7.850000
59735.029000,8.030000
59736.971000,7.440000
59739.025000,8.090000
59740.971000,8.070000
59743.026000,7.740000
59744.982000,8.110000
59747.038000,7.930000
59748.983000,7.640000
59751.037000,7.970000
59752.982000,8.670000
59755.047000,8.460000
59756.981000,8.240000
59759.034000,8.180000
59760.978000,7.780000
59763.033000,7.080000
59768.991000,7.950000
59771.046000,7.780000
59772.989000,7.780000
59775.043000,8.050000
59776.987000,8.140000
59779.042000,8.280000
59780.984000,7.780000
59783.038000,7.390000
59784.984000,6.780000
59787.039000,6.260000
59788.983000,7.210000
59791.036000,7.560000
59792.981000,7.560000
59795.035000,7.890000
59796.979000,8.050000
59799.046000,7.640000
59800.977000,7.250000
59803.032000,6.900000
59804.978000,6.880000
59807.030000,7.680000
59808.989000,7.780000
59811.044000,7.640000
59812.989000,7.910000
59815.043000,7.310000
59816.986000,7.740000
59819.040000,8.240000
59820.986000,7.620000
59823.040000,6.820000
59824.991000,7.950000
59827.037000,8.160000
59828.984000,8.240000
59831.036000,8.340000
59833.076000,8.280000
59836.978000,7.020000
59839.033000,6.450000
59840.978000,6.410000
59843.044000,6.300000
59844.991000,6.750000
59847.029000,7.640000
59848.990000,8.050000
59851.044000,7.950000
59853.003000,7.660000
59855.041000,7.410000
59856.987000,7.600000
59859.041000,8.180000
59860.985000,8.280000
59863.039000,8.220000
59864.983000,8.050000
59867.052000,7.190000
59869.000000,7.600000
59871.050000,7.720000
59872.996000,7.580000
59875.048000,8.480000
59876.994000,8.130000
59879.053000,7.780000
59880.992000,7.680000
59883.061000,7.810000
59884.991000,8.380000
59887.062000,7.640000
59888.989000,7.150000
59891.043000,6.010000
59892.987000,7.150000
59895.042000,7.950000
59896.985000,8.030000
59899.055000,7.660000
59901.000000,8.050000
59903.054000,7.740000
59905.078000,8.730000
59907.051000,8.380000
59908.996000,8.160000
59911.051000,7.460000
59913.003000,7.600000
59915.047000,7.580000
59916.994000,7.460000
59919.047000,7.390000
59920.992000,7.780000
59923.052000,7.780000
59924.990000,8.030000
59929.003000,7.870000
59931.074000,8.050000
59933.002000,7.720000
59935.056000,7.760000
59937.001000,7.740000
59940.998000,7.600000
59944.997000,7.480000
59947.053000,6.980000
59948.995000,7.430000
59951.049000,7.600000
59953.009000,7.520000
59955.048000,8.400000
59957.010000,7.870000
59959.061000,8.280000
59961.006000,8.360000
59963.062000,7.760000
59965.006000,7.600000
59967.062000,7.480000
59969.003000,7.540000
59973.191000,6.710000
59975.057000,6.630000
59976.999000,7.190000
59981.015000,8.200000
59983.054000,8.400000
59984.995000,7.780000
59987.067000,7.560000
59989.010000,7.640000
59991.081000,7.460000
59993.018000,7.560000
59995.062000,7.740000
59997.008000,7.890000
59999.062000,7.640000
60001.006000,7.640000
60003.076000,7.780000
60005.005000,7.950000
60007.073000,7.040000
60009.003000,6.710000
60011.073000,6.840000
60013.001000,7.080000
60015.055000,7.020000
60016.999000,7.210000
60019.069000,7.500000
60020.998000,8.050000
60023.068000,8.070000
60025.011000,8.380000
60027.066000,8.320000
60029.010000,8.030000
60031.063000,7.580000
60033.008000,7.480000
60035.062000,7.230000
60037.012000,7.390000
60041.131000,7.970000
60043.059000,6.940000
60045.012000,7.060000
60047.093000,7.440000
60049.017000,7.410000
60051.087000,7.130000
60053.017000,7.040000
60055.077000,7.680000
60057.014000,7.850000
60059.085000,7.970000
60061.014000,7.480000
60063.084000,7.560000
60065.011000,7.620000
60067.081000,7.440000
60069.011000,7.790000
60071.080000,7.680000
60073.027000,6.860000
60075.077000,6.650000
60077.023000,6.730000
60079.078000,7.780000
60081.021000,8.070000
60083.075000,7.640000
60085.020000,7.740000
60087.074000,7.970000
60089.018000,7.500000
60091.085000,7.440000
60093.017000,7.430000
60095.070000,7.390000
60097.014000,7.720000
60099.084000,7.680000
60101.027000,7.130000
60103.082000,7.040000
60105.026000,6.570000
60109.307000,7.250000
60111.094000,7.760000
60113.023000,7.870000
60117.034000,6.730000
60119.091000,6.260000
60121.019000,6.670000
60123.089000,6.750000
60125.019000,7.460000
60127.092000,7.890000
60129.032000,7.060000
60131.085000,6.920000
60133.031000,7.170000
60135.086000,8.340000
60137.028000,8.510000
60139.082000,8.320000
60141.030000,8.610000
60143.083000,8.960000
60145.025000,8.810000
60147.091000,8.570000
60149.024000,8.220000
60151.094000,8.280000
60153.021000,8.490000
60155.076000,8.070000
60157.021000,8.130000
60159.091000,8.360000
60161.034000,8.550000
60163.089000,8.240000
60165.034000,8.460000
60167.088000,9.020000
60169.033000,8.710000
60171.101000,8.420000
60173.031000,8.070000
60175.100000,8.260000
60177.295000,7.930000
60179.208000,8.420000
60181.043000,8.710000
60183.097000,8.920000
60185.040000,8.490000
60187.095000,8.380000
60189.039000,7.190000
60191.101000,6.980000
60193.037000,8.360000
60195.091000,9.350000
60197.035000,9.890000
60199.089000,8.630000
60201.035000,8.360000
60203.090000,8.610000
60205.050000,8.860000
60207.087000,8.670000
60209.046000,8.320000
60211.084000,8.420000
60213.030000,8.490000
60215.093000,8.770000
60217.027000,8.650000
60219.082000,8.440000
60221.028000,8.320000
60223.080000,7.950000
60225.039000,7.910000
60227.094000,8.030000
60229.040000,7.740000
60231.093000,7.760000
60233.036000,7.870000
60235.090000,8.280000
60237.036000,9.100000
60239.090000,9.190000
60241.047000,9.560000
60243.088000,9.270000
60245.518000,9.250000
60249.047000,9.210000
60251.112000,9.370000
60253.045000,9.600000
60255.100000,9.560000
60257.043000,9.700000
60259.097000,8.920000
60261.041000,8.880000
60263.095000,9.250000
60265.040000,8.830000
60267.094000,9.250000
60269.038000,9.160000
60271.091000,9.250000
60273.036000,9.060000
60275.090000,8.750000
60277.034000,8.920000
60279.089000,9.100000
60281.032000,8.530000
60283.087000,8.590000
60285.045000,9.100000
60287.101000,9.140000
60289.045000,8.920000
60291.100000,8.770000
60293.045000,8.300000
60295.111000,8.010000
60297.043000,9.140000
60299.097000,9.430000
60301.041000,9.190000
60303.111000,8.480000
60305.054000,8.220000
60307.110000,9.290000
60309.053000,9.410000
60311.108000,8.590000
60313.052000,8.880000
60315.106000,8.460000
60317.050000,8.110000
60319.106000,8.240000
60321.047000,8.340000
60323.102000,8.280000
60325.047000,8.860000
60327.101000,8.550000
60329.055000,8.980000
60333.060000,8.510000
60337.042000,8.380000
60339.110000,8.550000
60341.055000,8.860000
60343.109000,9.190000
60345.043000,8.160000
60347.124000,8.510000
60349.052000,8.490000
60351.138000,8.200000
60353.066000,9.490000
60355.137000,8.790000
60357.065000,8.590000
60359.150000,8.980000
60361.062000,9.290000
60363.148000,8.810000
60365.068000,8.530000
60367.131000,8.590000
60369.169000,8.630000
60373.060000,8.960000
60375.149000,8.920000
60377.056000,9.040000
60379.127000,8.530000
60381.056000,8.510000
60383.140000,8.320000
60385.069000,8.710000
60387.124000,8.650000
60389.068000,8.810000
60391.138000,9.120000
60393.065000,9.160000
60395.143000,8.900000
60397.071000,8.220000
60399.134000,8.770000
60401.061000,9.640000
60403.133000,8.880000
60405.061000,8.610000
60407.132000,8.400000
60409.092000,8.670000
60411.144000,8.940000
60413.088000,8.960000
60415.143000,8.180000
60417.089000,8.140000
60419.144000,8.260000
60421.086000,9.100000
60423.140000,8.830000
60425.085000,8.810000
60427.144000,8.770000
60429.082000,9.270000
60431.151000,9.660000
60433.081000,9.350000
60435.136000,9.040000
60437.689000,9.080000
60441.078000,9.000000
60443.133000,9.020000
60445.075000,8.810000
