#Time(sec since midnight),Speed(Kts)
61823.292000,7.170000
61825.236000,6.820000
61827.289000,6.510000
61829.233000,6.030000
61831.289000,6.820000
61833.233000,7.520000
61835.297000,6.980000
61837.229000,7.100000
61839.285000,7.250000
61841.230000,7.270000
61843.285000,7.480000
61845.227000,7.500000
61847.298000,6.670000
61849.226000,6.240000
61851.296000,6.820000
61853.239000,7.130000
61855.295000,7.720000
61857.238000,7.500000
61859.293000,7.660000
61861.237000,7.390000
61863.291000,7.540000
61865.439000,7.790000
61869.240000,7.310000
61871.287000,6.920000
61873.233000,6.800000
61875.286000,6.690000
61877.230000,6.650000
61879.296000,7.480000
61881.229000,7.760000
61883.283000,7.700000
61885.228000,7.480000
61887.283000,6.940000
61889.225000,7.720000
61891.295000,7.270000
61893.239000,6.920000
61895.295000,7.700000
61897.236000,8.220000
61899.290000,8.010000
61901.236000,7.170000
61903.291000,5.480000
61905.234000,5.910000
61907.304000,6.120000
61909.248000,6.570000
61911.303000,7.000000
61913.249000,6.260000
61915.300000,7.190000
61917.245000,7.500000
61919.300000,6.900000
61921.245000,7.270000
61923.314000,7.600000
61925.242000,7.390000
61927.296000,7.460000
61929.241000,6.380000
61931.294000,5.830000
61933.238000,7.040000
61935.293000,6.900000
61937.238000,7.210000
61939.292000,7.890000
61941.235000,7.740000
61943.304000,6.980000
61945.250000,6.920000
61947.304000,7.560000
61949.250000,8.340000
61951.302000,8.830000
61953.246000,8.110000
61955.300000,7.560000
61957.245000,6.590000
61959.298000,7.430000
61961.243000,7.640000
61963.297000,8.030000
61965.242000,7.890000
61967.312000,7.520000
61969.256000,6.530000
61971.308000,6.730000
61973.254000,6.750000
61975.309000,7.660000
61977.252000,9.490000
61979.306000,8.830000
61981.249000,7.350000
61983.307000,6.820000
61985.250000,6.760000
61987.302000,7.170000
61989.248000,6.340000
61993.258000,7.370000
61995.299000,7.680000
61997.244000,8.030000
61999.299000,8.340000
62001.244000,8.440000
62003.313000,7.190000
62005.242000,7.150000
62007.311000,6.080000
62009.255000,5.930000
62011.310000,7.560000
62013.253000,7.720000
62015.308000,8.010000
62017.252000,7.810000
62019.307000,7.310000
62021.249000,6.980000
62023.303000,5.970000
62025.249000,5.810000
62027.318000,7.270000
62029.264000,7.290000
62031.317000,7.560000
62033.260000,7.430000
62035.315000,7.170000
62037.259000,6.470000
62039.313000,7.600000
62041.257000,7.290000
62043.296000,7.950000
62045.256000,8.460000
62047.311000,8.030000
62049.254000,8.260000
62051.308000,8.590000
62053.254000,7.370000
62055.308000,7.310000
62057.549000,7.350000
62061.250000,7.210000
62063.305000,7.500000
62065.262000,6.940000
62067.302000,4.940000
62069.262000,4.740000
62071.302000,5.970000
62073.263000,7.060000
62075.313000,7.230000
62077.258000,7.350000
62079.299000,7.870000
62081.258000,7.250000
62083.310000,7.780000
62085.255000,8.160000
62087.311000,8.320000
62089.270000,7.950000
62091.324000,7.620000
62093.267000,7.600000
62095.322000,7.100000
62097.267000,6.590000
62099.321000,6.690000
62101.265000,7.250000
62103.317000,8.630000
62105.263000,7.680000
62107.316000,7.520000
62109.260000,7.580000
62111.316000,7.100000
62113.260000,7.560000
62115.329000,7.370000
62117.272000,6.960000
62119.327000,7.270000
62121.272000,7.210000
62123.326000,7.290000
62125.271000,8.010000
62127.329000,7.890000
62129.269000,7.910000
62131.322000,7.620000
62133.268000,7.760000
62135.323000,6.800000
62137.265000,7.560000
62139.319000,6.630000
62141.265000,7.110000
62143.319000,7.440000
62145.262000,7.660000
62147.268000,7.310000
62149.262000,7.780000
62151.269000,8.610000
62153.258000,7.540000
62155.266000,7.430000
62157.258000,7.810000
62159.265000,8.220000
62161.271000,7.500000
62163.262000,7.790000
62165.271000,7.210000
62167.262000,6.630000
62169.269000,6.120000
62171.258000,7.270000
62173.267000,7.970000
62175.258000,8.030000
62177.266000,7.440000
62179.271000,6.670000
62181.498000,6.610000
62183.333000,6.800000
62185.262000,7.100000
62187.270000,7.130000
62189.260000,6.980000
62191.268000,7.290000
62193.258000,6.570000
62195.266000,8.550000
62197.256000,8.860000
62199.262000,7.270000
62201.270000,6.960000
62203.262000,6.510000
62205.269000,8.160000
62207.275000,8.280000
62209.267000,7.460000
62211.273000,7.760000
62213.267000,7.600000
62215.272000,8.180000
62217.280000,8.070000
62219.271000,8.140000
62221.279000,7.500000
62223.280000,7.790000
62225.275000,7.410000
62227.268000,7.700000
62229.276000,7.830000
62231.266000,7.700000
62233.273000,7.230000
62235.265000,7.520000
62237.272000,7.950000
62239.264000,7.270000
62241.279000,7.330000
62243.277000,7.640000
62245.269000,7.290000
62247.277000,7.480000
62249.331000,7.790000
62251.274000,8.220000
62253.265000,6.690000
62255.274000,7.430000
62257.265000,7.330000
62259.269000,6.760000
62261.277000,7.100000
62263.269000,8.140000
62265.277000,7.060000
62267.377000,7.210000
62269.321000,7.720000
62271.375000,7.150000
62273.319000,7.020000
62275.374000,6.860000
62277.323000,7.930000
62279.372000,8.730000
62281.316000,8.280000
62283.370000,7.370000
62285.315000,7.410000
62287.368000,7.430000
62289.312000,7.310000
62291.369000,6.340000
62293.312000,6.670000
62295.366000,5.810000
62297.309000,6.730000
62299.364000,7.720000
62301.309000,7.500000
62303.363000,7.270000
62305.323000,7.330000
62307.377000,7.230000
62309.321000,7.390000
62311.377000,7.660000
62313.319000,7.350000
62315.373000,7.500000
62317.318000,7.780000
62319.388000,8.490000
62323.369000,7.290000
62325.315000,8.400000
62327.354000,8.200000
62329.298000,8.090000
62331.350000,8.400000
62333.295000,8.670000
62335.349000,8.360000
62337.294000,8.050000
62339.356000,7.410000
62341.291000,7.950000
62343.346000,7.230000
62345.292000,6.960000
62347.346000,7.700000
62349.303000,7.430000
62351.342000,6.470000
62353.304000,7.020000
62355.342000,7.350000
62357.302000,8.070000
62359.341000,8.730000
62361.299000,7.780000
62363.354000,8.110000
62365.305000,7.190000
62367.351000,7.680000
62369.295000,7.970000
62371.351000,7.600000
62373.296000,7.780000
62375.349000,7.520000
62377.292000,7.170000
62379.348000,6.980000
62381.293000,7.480000
62383.356000,7.560000
62385.290000,6.630000
62387.359000,6.630000
62389.304000,5.770000
62391.359000,7.720000
62393.302000,7.190000
62395.356000,7.370000
62397.301000,7.890000
62399.356000,7.430000
62401.298000,7.350000
62403.352000,7.190000
62405.299000,7.250000
62407.352000,7.020000
62409.313000,7.190000
62411.349000,6.800000
62413.310000,6.980000
62415.364000,7.810000
62417.310000,7.230000
62419.365000,7.170000
62421.307000,7.430000
62423.362000,7.830000
62425.306000,7.640000
62427.360000,7.600000
62429.302000,7.990000
62431.357000,7.720000
62433.301000,6.960000
62435.356000,5.950000
62437.300000,6.400000
62439.354000,6.360000
62441.299000,5.990000
62443.353000,6.220000
62445.313000,5.460000
62447.366000,5.850000
62449.311000,6.610000
62451.365000,7.640000
62453.322000,7.910000
62455.378000,8.180000
62457.307000,7.680000
62459.362000,8.140000
62461.323000,7.830000
62463.374000,7.310000
62465.320000,8.050000
62467.374000,7.500000
62469.320000,7.060000
62471.374000,6.590000
62473.316000,5.830000
62475.370000,6.630000
62477.315000,7.290000
62479.370000,6.860000
62481.312000,6.340000
62483.368000,6.820000
62485.313000,6.900000
62487.367000,7.230000
62489.326000,7.370000
62491.363000,7.080000
62493.325000,7.410000
62495.362000,7.870000
62497.324000,7.930000
62499.376000,7.700000
62501.322000,6.650000
62503.375000,6.160000
62505.320000,6.880000
62507.374000,6.670000
62509.317000,6.730000
62511.373000,7.210000
62513.317000,6.960000
62515.370000,7.540000
62517.330000,7.040000
62519.368000,6.260000
62521.328000,6.360000
62525.327000,7.520000
62527.365000,6.650000
62529.326000,6.490000
62531.364000,7.130000
62533.331000,7.330000
62535.376000,7.430000
62537.322000,7.520000
62539.376000,7.080000
62541.321000,7.150000
62543.378000,7.270000
62545.319000,7.520000
62547.372000,7.890000
62549.319000,8.790000
62551.372000,7.760000
62553.331000,7.580000
62555.369000,7.330000
62557.315000,7.230000
62559.369000,7.230000
62561.326000,7.850000
62563.366000,7.910000
62565.327000,7.970000
62567.381000,7.410000
62569.323000,7.060000
62571.379000,7.370000
